ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Character,CharacterVariants,Pinyin,WordFamily,FormVariants
LateHanChinese-76-Petalsofaflower-1,bàn4,LateHanChinese,76-Petalsofaflower,bɛnᶜ ?,bɛnᶜ_?,,,Schuessler2007,76,,,,瓣,,bàn,bàn4,
MiddleChinese-76-Petalsofaflower-1,bàn4,MiddleChinese,76-Petalsofaflower,bănᶜ,bănᶜ,,,Schuessler2007,76,,,,瓣,,bàn,bàn4,
OldChinese-77-Country-1,bāng,OldChinese,77-Country,*prôŋ,prôŋ,,,Schuessler2007,77,,,,邦,,bāng,bāng,
LateHanChinese-77-Country-1,bāng,LateHanChinese,77-Country,pɔŋ,pɔŋ,,,Schuessler2007,77,,,,邦,,bāng,bāng,
MiddleChinese-77-Country-1,bāng,MiddleChinese,77-Country,påŋ,påŋ,,,Schuessler2007,77,,,,邦,,bāng,bāng,
OldChinese-78-Board-1,bǎng1,OldChinese,78-Board,*pâŋɁ,pâŋɁ,,,Schuessler2007,78,,,,榜,,bǎng,bǎng1,
LateHanChinese-78-Board-1,bǎng1,LateHanChinese,78-Board,pɑŋᴮ,pɑŋᴮ,,,Schuessler2007,78,,,,榜,,bǎng,bǎng1,
MiddleChinese-78-Board-1,bǎng1,MiddleChinese,78-Board,pwâŋᴮ,pwâŋᴮ,,,Schuessler2007,78,,,,榜,,bǎng,bǎng1,
OldChinese-80-Clubstick-1,bàng1,OldChinese,80-Clubstick,*brôŋɁ,brôŋɁ,,,Schuessler2007,80,,,,棒,,bàng,bàng1,
LateHanChinese-80-Clubstick-1,bàng1,LateHanChinese,80-Clubstick,bɔŋᴮ,bɔŋᴮ,,,Schuessler2007,80,,,,棒,,bàng,bàng1,
MiddleChinese-80-Clubstick-1,bàng1,MiddleChinese,80-Clubstick,båŋᴮ,båŋᴮ,,,Schuessler2007,80,,,,棒,,bàng,bàng1,
OldChinese-83-Towrapbundle-1,bāo1,OldChinese,83-Towrapbundle,*prû,prû,,,Schuessler2007,83,,,,包,,bāo,bāo1,
LateHanChinese-83-Towrapbundle-1,bāo1,LateHanChinese,83-Towrapbundle,pɔu,pɔu,,,Schuessler2007,83,,,,包,,bāo,bāo1,
MiddleChinese-83-Towrapbundle-1,bāo1,MiddleChinese,83-Towrapbundle,pau,pau,,,Schuessler2007,83,,,,包,,bāo,bāo1,
OldChinese-84-Womb-1,bāo2,OldChinese,84-Womb,"*prû,*phrû",prû,,,Schuessler2007,84,,,,胞,,bāo,bāo2,
LateHanChinese-84-Womb-1,bāo2,LateHanChinese,84-Womb,pɔu,pɔu,,,Schuessler2007,84,,,,胞,,bāo,bāo2,
MiddleChinese-84-Womb-1,bāo2,MiddleChinese,84-Womb,"pau,pʰau",pau,,,Schuessler2007,84,,,,胞,,bāo,bāo2,
OldChinese-85-Tocutuppeelpluck-1,bāo3,OldChinese,85-Tocutuppeelpluck,*prôk.,prôk.,,,Schuessler2007,85,,,,剝,,bāo,bāo3,
LateHanChinese-85-Tocutuppeelpluck-1,bāo3,LateHanChinese,85-Tocutuppeelpluck,pɔk,pɔk,,,Schuessler2007,85,,,,剝,,bāo,bāo3,
MiddleChinese-85-Tocutuppeelpluck-1,bāo3,MiddleChinese,85-Tocutuppeelpluck,påk,påk,,,Schuessler2007,85,,,,剝,,bāo,bāo3,
OldChinese-86-Totakecareof-1,bǎo1,OldChinese,86-Totakecareof,*pûɁ,pûɁ,,,Schuessler2007,86,,,,保,,bǎo,bǎo1,
LateHanChinese-86-Totakecareof-1,bǎo1,LateHanChinese,86-Totakecareof,pouᴮ,pouᴮ,,,Schuessler2007,86,,,,保,,bǎo,bǎo1,
MiddleChinese-86-Totakecareof-1,bǎo1,MiddleChinese,86-Totakecareof,pâuᴮ,pâuᴮ,,,Schuessler2007,86,,,,保,,bǎo,bǎo1,
OldChinese-87-secure-1,bǎo1,OldChinese,87-secure,*pûɁ,pûɁ,,,Schuessler2007,87,,,,葆,,bǎo,bǎo1,
LateHanChinese-87-secure-1,bǎo1,LateHanChinese,87-secure,pouᴮ,pouᴮ,,,Schuessler2007,87,,,,葆,,bǎo,bǎo1,
MiddleChinese-87-secure-1,bǎo1,MiddleChinese,87-secure,pâuᴮ,pâuᴮ,,,Schuessler2007,87,,,,葆,,bǎo,bǎo1,
OldChinese-88-Thecloth-1,bǎo1,OldChinese,88-Thecloth,*pûɁ,pûɁ,,,Schuessler2007,88,,,,褓,,bǎo,bǎo1,
LateHanChinese-88-Thecloth-1,bǎo1,LateHanChinese,88-Thecloth,pouᴮ,pouᴮ,,,Schuessler2007,88,,,,褓,,bǎo,bǎo1,
MiddleChinese-88-Thecloth-1,bǎo1,MiddleChinese,88-Thecloth,pâuᴮ,pâuᴮ,,,Schuessler2007,88,,,,褓,,bǎo,bǎo1,
OldChinese-89-Toeattothefullsatiated-1,bǎo2,OldChinese,89-Toeattothefullsatiated,*prûɁ,prûɁ,,,Schuessler2007,89,,,,飽,,bǎo,bǎo2,
LateHanChinese-89-Toeattothefullsatiated-1,bǎo2,LateHanChinese,89-Toeattothefullsatiated,pɔuᴮ,pɔuᴮ,,,Schuessler2007,89,,,,飽,,bǎo,bǎo2,
MiddleChinese-89-Toeattothefullsatiated-1,bǎo2,MiddleChinese,89-Toeattothefullsatiated,pauᴮ,pauᴮ,,,Schuessler2007,89,,,,飽,,bǎo,bǎo2,
OldChinese-90-Beprecioustreasure-1,bǎo3,OldChinese,90-Beprecioustreasure,*pûɁ,pûɁ,,,Schuessler2007,90,,,,寶,,bǎo,bǎo3,
LateHanChinese-90-Beprecioustreasure-1,bǎo3,LateHanChinese,90-Beprecioustreasure,pouᴮ,pouᴮ,,,Schuessler2007,90,,,,寶,,bǎo,bǎo3,
MiddleChinese-90-Beprecioustreasure-1,bǎo3,MiddleChinese,90-Beprecioustreasure,pâuᴮ,pâuᴮ,,,Schuessler2007,90,,,,寶,,bǎo,bǎo3,
OldChinese-91-Carryinthearms-1,bào1,OldChinese,91-Carryinthearms,*bûɁ,bûɁ,,,Schuessler2007,91,,,,抱,,bào,bào1,
LateHanChinese-91-Carryinthearms-1,bào1,LateHanChinese,91-Carryinthearms,bouᴮ,bouᴮ,,,Schuessler2007,91,,,,抱,,bào,bào1,
MiddleChinese-91-Carryinthearms-1,bào1,MiddleChinese,91-Carryinthearms,bâuᴮ,bâuᴮ,,,Schuessler2007,91,,,,抱,,bào,bào1,
OldChinese-92-Torepayrequiterewardrespondannounce-1,bào2,OldChinese,92-Torepayrequiterewardrespondannounce,*pûh,pûh,,,Schuessler2007,92,,,,報,,bào,bào2,
LateHanChinese-92-Torepayrequiterewardrespondannounce-1,bào2,LateHanChinese,92-Torepayrequiterewardrespondannounce,pouᶜ,pouᶜ,,,Schuessler2007,92,,,,報,,bào,bào2,
MiddleChinese-92-Torepayrequiterewardrespondannounce-1,bào2,MiddleChinese,92-Torepayrequiterewardrespondannounce,pâuᶜ,pâuᶜ,,,Schuessler2007,92,,,,報,,bào,bào2,
OldChinese-94-Belowhumble-1,bēi1,OldChinese,94-Belowhumble,*pe,pe,,,Schuessler2007,94,,,,卑,,bēi,bēi1,
LateHanChinese-94-Belowhumble-1,bēi1,LateHanChinese,94-Belowhumble,pie,pie,,,Schuessler2007,94,,,,卑,,bēi,bēi1,
MiddleChinese-94-Belowhumble-1,bēi1,MiddleChinese,94-Belowhumble,pjie 4,pjie_4,,,Schuessler2007,94,,,,卑,,bēi,bēi1,
OldChinese-95-Below-1,bì,OldChinese,95-Below,*beɁ,beɁ,,,Schuessler2007,95,,,,埤,埤庳婢,bì,bēi1,
LateHanChinese-95-Below-1,bì,LateHanChinese,95-Below,bieᴮ,bieᴮ,,,Schuessler2007,95,,,,埤,埤庳婢,bì,bēi1,
MiddleChinese-95-Below-1,bì,MiddleChinese,95-Below,bjieᴮ 4,bjieᴮ_4,,,Schuessler2007,95,,,,埤,埤庳婢,bì,bēi1,
OldChinese-96-Slopebankdyke-1,"bēi2,bī",OldChinese,96-Slopebankdyke,*pai,pai,,,Schuessler2007,96,,,,惇,,"bēi2,bī","bēi2,bī",
LateHanChinese-96-Slopebankdyke-1,"bēi2,bī",LateHanChinese,96-Slopebankdyke,piɑi,piɑi,,,Schuessler2007,96,,,,惇,,"bēi2,bī","bēi2,bī",
MiddleChinese-96-Slopebankdyke-1,"bēi2,bī",MiddleChinese,96-Slopebankdyke,pje 3,pje_3,,,Schuessler2007,96,,,,惇,,"bēi2,bī","bēi2,bī",
OldChinese-97-Beslantingoblique-1,bì,OldChinese,97-Beslantingoblique,*paih,paih,,,Schuessler2007,97,,,,惇,,bì,"bēi2,bī",
LateHanChinese-97-Beslantingoblique-1,bì,LateHanChinese,97-Beslantingoblique,piɑiᶜ,piɑiᶜ,,,Schuessler2007,97,,,,惇,,bì,"bēi2,bī",
MiddleChinese-97-Beslantingoblique-1,bì,MiddleChinese,97-Beslantingoblique,pjeᶜ 3,pjeᶜ_3,,,Schuessler2007,97,,,,惇,,bì,"bēi2,bī",
OldChinese-98-Obliqueslanting-1,pō,OldChinese,98-Obliqueslanting,*phâi,phâi,,,Schuessler2007,98,,,,頗,頗坡,pō,"bēi2,bī",
LateHanChinese-98-Obliqueslanting-1,pō,LateHanChinese,98-Obliqueslanting,pʰɑi,pʰɑi,,,Schuessler2007,98,,,,頗,頗坡,pō,"bēi2,bī",
MiddleChinese-98-Obliqueslanting-1,pō,MiddleChinese,98-Obliqueslanting,pʰuâ,pʰuâ,,,Schuessler2007,98,,,,頗,頗坡,pō,"bēi2,bī",
OldChinese-99-Oblique-1,pì,OldChinese,99-Oblique,*phek (< phai-k),phek_,,,Schuessler2007,99,,,,僻,,pì,"bēi2,bī",
LateHanChinese-99-Oblique-1,pì,LateHanChinese,99-Oblique,pʰiek,pʰiek,,,Schuessler2007,99,,,,僻,,pì,"bēi2,bī",
MiddleChinese-99-Oblique-1,pì,MiddleChinese,99-Oblique,pʰjiäk 4,pʰjiäk_4,,,Schuessler2007,99,,,,僻,,pì,"bēi2,bī",
OldChinese-100-Avoid-1,bì,OldChinese,100-Avoid,*bekh (< *bai-ks),bekh_,,,Schuessler2007,100,,,,避,,bì,"bēi2,bī",
LateHanChinese-100-Avoid-1,bì,LateHanChinese,100-Avoid,bieᶜ,bieᶜ,,,Schuessler2007,100,,,,避,,bì,"bēi2,bī",
MiddleChinese-100-Avoid-1,bì,MiddleChinese,100-Avoid,bjieᶜ 4,bjieᶜ_4,,,Schuessler2007,100,,,,避,,bì,"bēi2,bī",
OldChinese-101-Cup-1,bēi3,OldChinese,101-Cup,*pə̂,pə̂,,,Schuessler2007,101,,,,杯,杯桮,bēi,bēi3,
LateHanChinese-101-Cup-1,bēi3,LateHanChinese,101-Cup,pə,pə,,,Schuessler2007,101,,,,杯,杯桮,bēi,bēi3,
MiddleChinese-101-Cup-1,bēi3,MiddleChinese,101-Cup,puậi,puậi,,,Schuessler2007,101,,,,杯,杯桮,bēi,bēi3,
OldChinese-102-Beunhappypained-1,bēi4,OldChinese,102-Beunhappypained,*prəi,prəi,,,Schuessler2007,102,,,,悲,,bēi,bēi4,
LateHanChinese-102-Beunhappypained-1,bēi4,LateHanChinese,102-Beunhappypained,pii,pii,,,Schuessler2007,102,,,,悲,,bēi,bēi4,
MiddleChinese-102-Beunhappypained-1,bēi4,MiddleChinese,102-Beunhappypained,pij 3,pij_3,,,Schuessler2007,102,,,,悲,,bēi,bēi4,
OldChinese-104-Cowryshell-1,bèi2,OldChinese,104-Cowryshell,*pâts < *pops ?,pâts,,,Schuessler2007,104,,,,貝,,bèi,bèi2,
LateHanChinese-104-Cowryshell-1,bèi2,LateHanChinese,104-Cowryshell,pɑs,pɑs,,,Schuessler2007,104,,,,貝,,bèi,bèi2,
MiddleChinese-104-Cowryshell-1,bèi2,MiddleChinese,104-Cowryshell,puâiᶜ,puâiᶜ,,,Schuessler2007,104,,,,貝,,bèi,bèi2,
OldChinese-105-Fillupobstruct-1,bèi3,OldChinese,105-Fillupobstruct,*brəɁ ?,brəɁ_?,,,Schuessler2007,105,,,,否,,bèi,bèi3,
LateHanChinese-105-Fillupobstruct-1,bèi3,LateHanChinese,105-Fillupobstruct,biəᴮ,biəᴮ,,,Schuessler2007,105,,,,否,,bèi,bèi3,
MiddleChinese-105-Fillupobstruct-1,bèi3,MiddleChinese,105-Fillupobstruct,bjiᴮ 3,bjiᴮ_3,,,Schuessler2007,105,,,,否,,bèi,bèi3,
OldChinese-106-Resistobstinate-1,bì,OldChinese,106-Resistobstinate,*brək ?,brək_?,,,Schuessler2007,106,,,,愎,,bì,bèi3,
LateHanChinese-106-Resistobstinate-1,bì,LateHanChinese,106-Resistobstinate,bik,bik,,,Schuessler2007,106,,,,愎,,bì,bèi3,
MiddleChinese-106-Resistobstinate-1,bì,MiddleChinese,106-Resistobstinate,bjək,bjək,,,Schuessler2007,106,,,,愎,,bì,bèi3,
OldChinese-107-Double-1,bèi4,OldChinese,107-Double,*bə̂Ɂ,bə̂Ɂ,,,Schuessler2007,107,,,,倍,,bèi,bèi4,
LateHanChinese-107-Double-1,bèi4,LateHanChinese,107-Double,bəᴮ,bəᴮ,,,Schuessler2007,107,,,,倍,,bèi,bèi4,
MiddleChinese-107-Double-1,bèi4,MiddleChinese,107-Double,buậiᴮ,buậiᴮ,,,Schuessler2007,107,,,,倍,,bèi,bèi4,
OldChinese-108-Toaugmentdouble-1,péi,OldChinese,108-Toaugmentdouble,*bə̂,bə̂,,,Schuessler2007,108,,,,陪,陪培,péi,bèi4,
LateHanChinese-108-Toaugmentdouble-1,péi,LateHanChinese,108-Toaugmentdouble,bə,bə,,,Schuessler2007,108,,,,陪,陪培,péi,bèi4,
MiddleChinese-108-Toaugmentdouble-1,péi,MiddleChinese,108-Toaugmentdouble,buậi,buậi,,,Schuessler2007,108,,,,陪,陪培,péi,bèi4,
OldChinese-109-Tocollectassemblebetogether-1,póu,OldChinese,109-Tocollectassemblebetogether,*bô ?,bô_?,,,Schuessler2007,109,,,,裒,,póu,bèi4,*bô ? or *bə̂ ?
LateHanChinese-109-Tocollectassemblebetogether-1,póu,LateHanChinese,109-Tocollectassemblebetogether,bo,bo,,,Schuessler2007,109,,,,裒,,póu,bèi4,
MiddleChinese-109-Tocollectassemblebetogether-1,póu,MiddleChinese,109-Tocollectassemblebetogether,bəu,bəu,,,Schuessler2007,109,,,,裒,,póu,bèi4,
OldChinese-110-Readycompleteperfect-1,bèi5,OldChinese,110-Readycompleteperfect,*brəh ?,brəh_?,,,Schuessler2007,110,,,,備,,bèi,bèi5,
LateHanChinese-110-Readycompleteperfect-1,bèi5,LateHanChinese,110-Readycompleteperfect,biəᶜ,biəᶜ,,,Schuessler2007,110,,,,備,,bèi,bèi5,
MiddleChinese-110-Readycompleteperfect-1,bèi5,MiddleChinese,110-Readycompleteperfect,bjiᶜ 3,bjiᶜ_3,,,Schuessler2007,110,,,,備,,bèi,bèi5,
OldChinese-111-Tocover-1,bèi6,OldChinese,111-Tocover,*baiɁ/h,baiɁ,,,Schuessler2007,111,,,,被,,bèi,bèi6,
LateHanChinese-111-Tocover-1,bèi6,LateHanChinese,111-Tocover,biɑiᴮ/ᶜ,biɑiᴮ,,,Schuessler2007,111,,,,被,,bèi,bèi6,
MiddleChinese-111-Tocover-1,bèi6,MiddleChinese,111-Tocover,bjieᴮ/ᶜ 3,bjieᴮ,,,Schuessler2007,111,,,,被,,bèi,bèi6,
OldChinese-112-Coveroneselfwith-1,pī,OldChinese,112-Coveroneselfwith,*phai,phai,,,Schuessler2007,112,,,,被,,pī,bèi6,
LateHanChinese-112-Coveroneselfwith-1,pī,LateHanChinese,112-Coveroneselfwith,pʰiɑi,pʰiɑi,,,Schuessler2007,112,,,,被,,pī,bèi6,
MiddleChinese-112-Coveroneselfwith-1,pī,MiddleChinese,112-Coveroneselfwith,pʰjie 3,pʰjie_3,,,Schuessler2007,112,,,,被,,pī,bèi6,
OldChinese-113-Acloak-1,pì,OldChinese,113-Acloak,*phaih,phaih,,,Schuessler2007,113,,,,被,,pì,bèi6,
LateHanChinese-113-Acloak-1,pì,LateHanChinese,113-Acloak,pʰiɑiᶜ,pʰiɑiᶜ,,,Schuessler2007,113,,,,被,,pì,bèi6,
MiddleChinese-113-Acloak-1,pì,MiddleChinese,113-Acloak,pʰjieᶜ 3,pʰjieᶜ_3,,,Schuessler2007,113,,,,被,,pì,bèi6,
OldChinese-117-Torunflee-1,bēn1,OldChinese,117-Torunflee,*pə̂n,pə̂n,,,Schuessler2007,117,,,,奔,,bēn,bēn1,
LateHanChinese-117-Torunflee-1,bēn1,LateHanChinese,117-Torunflee,pən,pən,,,Schuessler2007,117,,,,奔,,bēn,bēn1,
MiddleChinese-117-Torunflee-1,bēn1,MiddleChinese,117-Torunflee,puən,puən,,,Schuessler2007,117,,,,奔,,bēn,bēn1,
OldChinese-118-Beardentbrave-1,bēn2,OldChinese,118-Beardentbrave,*pə̂n,pə̂n,,,Schuessler2007,118,,,,賁,,bēn,bēn2,
LateHanChinese-118-Beardentbrave-1,bēn2,LateHanChinese,118-Beardentbrave,pən,pən,,,Schuessler2007,118,,,,賁,,bēn,bēn2,
MiddleChinese-118-Beardentbrave-1,bēn2,MiddleChinese,118-Beardentbrave,puən,puən,,,Schuessler2007,118,,,,賁,,bēn,bēn2,
OldChinese-119-Rootstem-1,běn,OldChinese,119-Rootstem,*pə̂nɁ,pə̂nɁ,,,Schuessler2007,119,,,,本,,běn,běn,
LateHanChinese-119-Rootstem-1,běn,LateHanChinese,119-Rootstem,pənᴮ,pənᴮ,,,Schuessler2007,119,,,,本,,běn,běn,
MiddleChinese-119-Rootstem-1,běn,MiddleChinese,119-Rootstem,puənᴮ,puənᴮ,,,Schuessler2007,119,,,,本,,běn,běn,
MiddleChinese-120-Bestupid-1,bèn,MiddleChinese,120-Bestupid,puənᶜ,puənᶜ,,,Schuessler2007,120,,,,笨,,bèn,bèn,
OldChinese-122-Mountainslidetocollapsedieofaprominentperson-1,bēng2,OldChinese,122-Mountainslidetocollapsedieofaprominentperson,*pə̂ŋ.,pə̂ŋ.,,,Schuessler2007,122,,,,崩,,bēng,bēng2,
LateHanChinese-122-Mountainslidetocollapsedieofaprominentperson-1,bēng2,LateHanChinese,122-Mountainslidetocollapsedieofaprominentperson,pəŋ,pəŋ,,,Schuessler2007,122,,,,崩,,bēng,bēng2,
MiddleChinese-122-Mountainslidetocollapsedieofaprominentperson-1,bēng2,MiddleChinese,122-Mountainslidetocollapsedieofaprominentperson,pəŋ,pəŋ,,,Schuessler2007,122,,,,崩,,bēng,bēng2,
OldChinese-127-Toputthecoffinintothegroundbury-1,bèng,OldChinese,127-Toputthecoffinintothegroundbury,*pə̂ŋh,pə̂ŋh,,,Schuessler2007,127,,,,塴,,bèng,bèng,
LateHanChinese-127-Toputthecoffinintothegroundbury-1,bèng,LateHanChinese,127-Toputthecoffinintothegroundbury,pəŋᶜ,pəŋᶜ,,,Schuessler2007,127,,,,塴,,bèng,bèng,
MiddleChinese-127-Toputthecoffinintothegroundbury-1,bèng,MiddleChinese,127-Toputthecoffinintothegroundbury,pəŋᶜ,pəŋᶜ,,,Schuessler2007,127,,,,塴,,bèng,bèng,
OldChinese-128-Vulva-1,bī1,OldChinese,128-Vulva,"< *pe,*pet",pe,,,Schuessler2007,128,,,,屄,,bī,bī1,
MiddleChinese-128-Vulva-1,bī1,MiddleChinese,128-Vulva,pjie 4,pjie_4,,,Schuessler2007,128,,,,屄,,bī,bī1,
OldChinese-129-Tocrowdtogetherencroachuponnearto-1,bī2,OldChinese,129-Tocrowdtogetherencroachuponnearto,*prək ?,prək_?,,,Schuessler2007,129,,,,偪,偪逼,bī,bī2,
LateHanChinese-129-Tocrowdtogetherencroachuponnearto-1,bī2,LateHanChinese,129-Tocrowdtogetherencroachuponnearto,pik,pik,,,Schuessler2007,129,,,,偪,偪逼,bī,bī2,
MiddleChinese-129-Tocrowdtogetherencroachuponnearto-1,bī2,MiddleChinese,129-Tocrowdtogetherencroachuponnearto,pjək,pjək,,,Schuessler2007,129,,,,偪,偪逼,bī,bī2,
MiddleChinese-130-Nose-1,bí,MiddleChinese,130-Nose,bjiet 4,bjiet_4,,,Schuessler2007,130,,,,鼻,,bí,bí,
OldChinese-131-Nose-1,bì,OldChinese,131-Nose,*bi(t)s,bis,,,Schuessler2007,131,,,,鼻,,bì,bí,
LateHanChinese-131-Nose-1,bì,LateHanChinese,131-Nose,bis,bis,,,Schuessler2007,131,,,,鼻,,bì,bí,
MiddleChinese-131-Nose-1,bì,MiddleChinese,131-Nose,biᶜ 4,biᶜ_4,,,Schuessler2007,131,,,,鼻,,bì,bí,
MiddleChinese-132-Tosmell-1,bì,MiddleChinese,132-Tosmell,biᶜ 4,biᶜ_4,,,Schuessler2007,132,,,,鼻,,bì,bí,
OldChinese-133-Tobeassociating-1,bǐ1,OldChinese,133-Tobeassociating,*piɁ,piɁ,,,Schuessler2007,133,,,,比,,bǐ,bǐ1,
LateHanChinese-133-Tobeassociating-1,bǐ1,LateHanChinese,133-Tobeassociating,piᴮ,piᴮ,,,Schuessler2007,133,,,,比,,bǐ,bǐ1,
MiddleChinese-133-Tobeassociating-1,bǐ1,MiddleChinese,133-Tobeassociating,piᴮ 4,piᴮ_4,,,Schuessler2007,133,,,,比,,bǐ,bǐ1,
OldChinese-134-Toputtogethermatchassemble-1,bì,OldChinese,134-Toputtogethermatchassemble,*pih,pih,,,Schuessler2007,134,,,,比,,bì,bǐ1,
LateHanChinese-134-Toputtogethermatchassemble-1,bì,LateHanChinese,134-Toputtogethermatchassemble,piᶜ,piᶜ,,,Schuessler2007,134,,,,比,,bì,bǐ1,
MiddleChinese-134-Toputtogethermatchassemble-1,bì,MiddleChinese,134-Toputtogethermatchassemble,piᶜ 4,piᶜ_4,,,Schuessler2007,134,,,,比,,bì,bǐ1,
OldChinese-135-Tojoin-1,bì,OldChinese,135-Tojoin,*bih,bih,,,Schuessler2007,135,,,,比,,bì,bǐ1,
LateHanChinese-135-Tojoin-1,bì,LateHanChinese,135-Tojoin,biᶜ,biᶜ,,,Schuessler2007,135,,,,比,,bì,bǐ1,
MiddleChinese-135-Tojoin-1,bì,MiddleChinese,135-Tojoin,biᶜ 4,biᶜ_4,,,Schuessler2007,135,,,,比,,bì,bǐ1,
OldChinese-136-Severaltogether-1,pín,OldChinese,136-Severaltogether,*bin,bin,,,Schuessler2007,136,,,,頻,,pín,bǐ1,
LateHanChinese-136-Severaltogether-1,pín,LateHanChinese,136-Severaltogether,bin,bin,,,Schuessler2007,136,,,,頻,,pín,bǐ1,
MiddleChinese-136-Severaltogether-1,pín,MiddleChinese,136-Severaltogether,bjien 4,bjien_4,,,Schuessler2007,136,,,,頻,,pín,bǐ1,
OldChinese-137-Deceasedmotherancestress-1,bǐ2,OldChinese,137-Deceasedmotherancestress,"*piɁ,pih",piɁ,,,Schuessler2007,137,,,,妣,,bǐ,bǐ2,
LateHanChinese-137-Deceasedmotherancestress-1,bǐ2,LateHanChinese,137-Deceasedmotherancestress,"piᴮ,piᶜ",piᴮ,,,Schuessler2007,137,,,,妣,,bǐ,bǐ2,
MiddleChinese-137-Deceasedmotherancestress-1,bǐ2,MiddleChinese,137-Deceasedmotherancestress,piᴮ/ᶜ 4,piᴮ,,,Schuessler2007,137,,,,妣,,bǐ,bǐ2,
OldChinese-138-Unripegrainchaff-1,bǐ3,OldChinese,138-Unripegrainchaff,*piɁ,piɁ,,,Schuessler2007,138,,,,秕,,bǐ,bǐ3,
LateHanChinese-138-Unripegrainchaff-1,bǐ3,LateHanChinese,138-Unripegrainchaff,piᴮ,piᴮ,,,Schuessler2007,138,,,,秕,,bǐ,bǐ3,
MiddleChinese-138-Unripegrainchaff-1,bǐ3,MiddleChinese,138-Unripegrainchaff,piᴮ 4,piᴮ_4,,,Schuessler2007,138,,,,秕,,bǐ,bǐ3,
OldChinese-139-Soreonthehead-1,bǐ4,OldChinese,139-Soreonthehead,"*p(h)əiɁ,*phaiɁ ?",pəiɁ,,,Schuessler2007,139,,,,疕,,bǐ,bǐ4,
LateHanChinese-139-Soreonthehead-1,bǐ4,LateHanChinese,139-Soreonthehead,"pʰiᴮ,pʰieᴮ",pʰiᴮ,,,Schuessler2007,139,,,,疕,,bǐ,bǐ4,
MiddleChinese-139-Soreonthehead-1,bǐ4,MiddleChinese,139-Soreonthehead,"pʰjiᴮ 3,pʰjeᴮ 3,pjiᴮ 3",pʰjiᴮ_3,,,Schuessler2007,139,,,,疕,,bǐ,bǐ4,
OldChinese-141-Writingbrush-1,bǐ6,OldChinese,141-Writingbrush,*prjut,prjut,,,Schuessler2007,141,,,,筆,,bǐ,bǐ6,
LateHanChinese-141-Writingbrush-1,bǐ6,LateHanChinese,141-Writingbrush,pit,pit,,,Schuessler2007,141,,,,筆,,bǐ,bǐ6,
MiddleChinese-141-Writingbrush-1,bǐ6,MiddleChinese,141-Writingbrush,pjet 3,pjet_3,,,Schuessler2007,141,,,,筆,,bǐ,bǐ6,
OldChinese-142-Borderoutskirts-1,bǐ7,OldChinese,142-Borderoutskirts,*prəɁ ?,prəɁ_?,,,Schuessler2007,142,,,,鄙,,bǐ,bǐ7,
LateHanChinese-142-Borderoutskirts-1,bǐ7,LateHanChinese,142-Borderoutskirts,piəᴮ,piəᴮ,,,Schuessler2007,142,,,,鄙,,bǐ,bǐ7,
MiddleChinese-142-Borderoutskirts-1,bǐ7,MiddleChinese,142-Borderoutskirts,pjiᴮ 3,pjiᴮ_3,,,Schuessler2007,142,,,,鄙,,bǐ,bǐ7,
OldChinese-143-Tomakeletsomeonedosomethingcausedirectprovide-1,bǐ8,OldChinese,143-Tomakeletsomeonedosomethingcausedirectprovide,*peɁ,peɁ,,,Schuessler2007,143,,,,俾,,bǐ,bǐ8,
LateHanChinese-143-Tomakeletsomeonedosomethingcausedirectprovide-1,bǐ8,LateHanChinese,143-Tomakeletsomeonedosomethingcausedirectprovide,pieᴮ,pieᴮ,,,Schuessler2007,143,,,,俾,,bǐ,bǐ8,
MiddleChinese-143-Tomakeletsomeonedosomethingcausedirectprovide-1,bǐ8,MiddleChinese,143-Tomakeletsomeonedosomethingcausedirectprovide,pjieᴮ 4,pjieᴮ_4,,,Schuessler2007,143,,,,俾,,bǐ,bǐ8,
MiddleChinese-145-Afinecomb-1,bì2,MiddleChinese,145-Afinecomb,bjiᶜ 4,bjiᶜ_4,,,Schuessler2007,145,,,,秕,,bì,bì2,
OldChinese-146-Benecessarymust-1,bì3,OldChinese,146-Benecessarymust,*pit,pit,,,Schuessler2007,146,,,,必,,bì,bì3,
LateHanChinese-146-Benecessarymust-1,bì3,LateHanChinese,146-Benecessarymust,pit,pit,,,Schuessler2007,146,,,,必,,bì,bì3,
MiddleChinese-146-Benecessarymust-1,bì3,MiddleChinese,146-Benecessarymust,pjiet 4,pjiet_4,,,Schuessler2007,146,,,,必,,bì,bì3,
OldChinese-147-Bubbleup-1,bì4,OldChinese,147-Bubbleup,*prits ?,prits_?,,,Schuessler2007,147,,,,泌,,bì,bì4,
LateHanChinese-147-Bubbleup-1,bì4,LateHanChinese,147-Bubbleup,pis,pis,,,Schuessler2007,147,,,,泌,,bì,bì4,
MiddleChinese-147-Bubbleup-1,bì4,MiddleChinese,147-Bubbleup,pjiᶜ 3,pjiᶜ_3,,,Schuessler2007,147,,,,泌,,bì,bì4,
OldChinese-148-Lathtiedtobowforkeepingitinshape-1,bì5,OldChinese,148-Lathtiedtobowforkeepingitinshape,*prit(s) ?,prit_?,,,Schuessler2007,148,,,,柲,,bì,bì5,
